actual_size,agent_count,agents,candidate_id,complete,conflict_trajectory,continuation_teacher,executed_steps,feasible,final_conflict_ratio,final_conflicts,final_fingerprint,final_repair_fingerprint,horizon,initial_conflicts,initial_fingerprint,initial_repair_fingerprint,is_v2_candidate,layout_mode,log_total_seconds,low_level_expanded,low_level_generated,low_level_reopened,low_level_runs,map_id,no_progress,normalized_step_auc,normalized_wall_auc_seconds,observed_total_seconds,padded_steps,pp_replan_seconds,producer_identity_fingerprint,repair_wall_seconds,root_selection_seconds,schema,selection_families,selection_wall_seconds,source_stratum,split,state_id,stop_reason,trial_index
8,600,"168,182,196,429,450,469,526,546",neighborhood-0b0290c1b5fb69e2,True,"94,93,91,86",official_adaptive,3,False,0.9148936170212766,86,5e114cf5ff1720c7d61e1bd1b9d1bbc66a95ee6bc8fad422dd98a53777308dde,20b4ea4669dba21f5b141ad40bc0df6386a899dd131c0841b30d7522375e25c8,3,94,b3375dae54f30c96378484e6ab0f5567d4a17e1e1160cdde79d82f10015c6a0a,d9624a5ba1f7411e4ed84afe317ca136d633e1a90761e80f8a8e11950f4e5531,False,compartmentalized,0.9436766200955751,394004,283399,262322,24,policy_train_compartmentalized_double_horizontal_0001,False,0.9716312056737588,1.5437633968085296,1.5694108210000195,0,0.9628936770000001,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,1.1663088810000204,0.10260682199998428,lns2.receding_q_label_pilot.v2,collision:8,0.4031019399999991,high_cost_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0016__seed_0000__official_adaptive__decision_0000__0040,horizon_complete,1
16,600,"30,50,65,66,73,103,135,267,281,291,382,402,411,417,515,526",neighborhood-0d85f62f9abd79a0,True,"94,82,80,64",official_adaptive,3,False,0.6808510638297872,64,8f0608d257fd0435c50c68225e0361acecee68b6fa6e45e8acb0ac20a8c09638,240db33d97d6a8274c98f8cf1f1a69b93d2d040d6eb67eb44ae658d787d4a2a8,3,94,b3375dae54f30c96378484e6ab0f5567d4a17e1e1160cdde79d82f10015c6a0a,d9624a5ba1f7411e4ed84afe317ca136d633e1a90761e80f8a8e11950f4e5531,False,compartmentalized,1.3243044644115636,776031,452226,486183,32,policy_train_compartmentalized_double_horizontal_0001,False,0.8546099290780141,2.584904321723413,2.759569531000011,0,2.1344363700000004,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,2.345835404000013,0.10260682199998428,lns2.receding_q_label_pilot.v2,random:16,0.4137341269999979,high_cost_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0016__seed_0000__official_adaptive__decision_0000__0040,horizon_complete,0
16,600,"30,50,65,66,73,103,135,267,281,291,382,402,411,417,515,526",neighborhood-0d85f62f9abd79a0,True,"94,82,80,76",official_adaptive,3,False,0.8085106382978723,76,710a5cfc341ed3425e7e2a8bc01fbba7bcfb4de59c016e807d1d7013eacb1029,6490be11240abbf5086426c7e94e6dd514318d558b9f4394be7b65e74ebf02e9,3,94,b3375dae54f30c96378484e6ab0f5567d4a17e1e1160cdde79d82f10015c6a0a,d9624a5ba1f7411e4ed84afe317ca136d633e1a90761e80f8a8e11950f4e5531,False,compartmentalized,1.3547728677020054,950823,395752,725823,32,policy_train_compartmentalized_double_horizontal_0001,False,0.875886524822695,2.7097640712978825,2.8758805190000203,0,2.2342239,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,2.4496843840000224,0.10260682199998428,lns2.receding_q_label_pilot.v2,random:16,0.42619613499999787,high_cost_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0016__seed_0000__official_adaptive__decision_0000__0040,horizon_complete,1
4,600,"59,249,456,596",neighborhood-135be6e82bcd5f43,True,"94,89,85,82",official_adaptive,3,False,0.8723404255319149,82,a0104a752829669cdbe6387bab3e79493f618eeba0b73dfd702376786cc4dbca,dd7e664c908e9c25604555f1b8a65db0c5a4be261aba2712842cca7d3c63a442,3,94,b3375dae54f30c96378484e6ab0f5567d4a17e1e1160cdde79d82f10015c6a0a,d9624a5ba1f7411e4ed84afe317ca136d633e1a90761e80f8a8e11950f4e5531,False,compartmentalized,0.9258818354406647,240798,283297,66789,20,policy_train_compartmentalized_double_horizontal_0001,False,0.9290780141843972,1.4436746105319498,1.5240931140000384,0,0.8991580450000001,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,1.122813022999992,0.10260682199998428,lns2.receding_q_label_pilot.v2,random:4,0.40128009100004647,high_cost_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0016__seed_0000__official_adaptive__decision_0000__0040,horizon_complete,0
4,600,"59,249,456,596",neighborhood-135be6e82bcd5f43,True,"94,89,87,87",official_adaptive,3,False,0.925531914893617,87,9f4b5078b9228f9dcbd233afd088c533711cac20fcf6343a4d037b64480adde4,716d3893d4ca6e4c8889a2828b4120f2e31dcb1454f5f4957fc91edca9b1d3ae,3,94,b3375dae54f30c96378484e6ab0f5567d4a17e1e1160cdde79d82f10015c6a0a,d9624a5ba1f7411e4ed84afe317ca136d633e1a90761e80f8a8e11950f4e5531,False,compartmentalized,0.8701443428892992,316816,191593,197384,19,policy_train_compartmentalized_double_horizontal_0001,False,0.9450354609929078,1.322878580500055,1.3872554120000586,0,0.8012612969999999,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,0.9999304670000697,0.10260682199998428,lns2.receding_q_label_pilot.v2,random:4,0.38732494499998893,high_cost_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0016__seed_0000__official_adaptive__decision_0000__0040,horizon_complete,1
8,600,"166,180,274,278,285,358,390,506",neighborhood-1565a9188af2b9f9,True,"94,78,71,67",official_adaptive,3,False,0.7127659574468085,67,3a9c44a48d6b6b45ad59667f7b62bd172fe14b02d9ba5a105a0544694e89d5a2,4611b4f3ed671f0144a00abf0242b9ca26a0cc668a3258f282dd12536fabb8e8,3,94,b3375dae54f30c96378484e6ab0f5567d4a17e1e1160cdde79d82f10015c6a0a,d9624a5ba1f7411e4ed84afe317ca136d633e1a90761e80f8a8e11950f4e5531,False,compartmentalized,0.9406769884691368,335910,251241,189964,24,policy_train_compartmentalized_double_horizontal_0001,False,0.8138297872340425,1.3225216798191173,1.5617150829999673,0,0.9532518989999998,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,1.174591247999956,0.10260682199998428,lns2.receding_q_label_pilot.v2,target:8,0.38712383500001124,high_cost_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0016__seed_0000__official_adaptive__decision_0000__0040,horizon_complete,0
8,600,"166,180,274,278,285,358,390,506",neighborhood-1565a9188af2b9f9,True,"94,77,75,73",official_adaptive,3,False,0.776595744680851,73,92af6e741defb97d7f82f308c507f5e765f1b925235034dc50e3c02698e818d8,b902c7612dd516a13e2043009567599debeb974df05fa70d40958e73e163ecf3,3,94,b3375dae54f30c96378484e6ab0f5567d4a17e1e1160cdde79d82f10015c6a0a,d9624a5ba1f7411e4ed84afe317ca136d633e1a90761e80f8a8e11950f4e5531,False,compartmentalized,0.8257494071434124,181473,241689,43046,24,policy_train_compartmentalized_double_horizontal_0001,False,0.8351063829787234,1.11891820877669,1.2835914640000965,0,0.677160262,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,0.8853716070001383,0.10260682199998428,lns2.receding_q_label_pilot.v2,target:8,0.3982198569999582,high_cost_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0016__seed_0000__official_adaptive__decision_0000__0040,horizon_complete,1
16,600,"37,71,103,107,144,195,197,343,357,389,394,470,473,493,510,547",neighborhood-1e1ff903415e6925,True,"94,94,84,75",official_adaptive,3,False,0.7978723404255319,75,733b7cced55bd97c01daf3b8328ecc5d088a493d3f230a172df577d5df300a26,5bfb6b25daabbb358396adbb070b211715b85b3ae6b675bc77e1ba813332ef12,3,94,b3375dae54f30c96378484e6ab0f5567d4a17e1e1160cdde79d82f10015c6a0a,d9624a5ba1f7411e4ed84afe317ca136d633e1a90761e80f8a8e11950f4e5531,False,compartmentalized,1.1895236907468645,506032,458691,245270,31,policy_train_compartmentalized_double_horizontal_0001,False,0.9308510638297872,2.226848758319072,2.2855159129999265,0,1.670123281,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,1.886341663000053,0.10260682199998428,lns2.receding_q_label_pilot.v2,collision:16,0.3991742499998736,high_cost_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0016__seed_0000__official_adaptive__decision_0000__0040,horizon_complete,0
16,600,"37,71,103,107,144,195,197,343,357,389,394,470,473,493,510,547",neighborhood-1e1ff903415e6925,True,"94,92,91,85",official_adaptive,3,False,0.9042553191489362,85,22e9f2cc86aeba0c4e5ea44a2a1701bc6d8ddba676f98eb3a70865c01884b229,5d03e9266e3f2de825bce008b98a4e2b6f30e989f4f25b3e5d123427b537c306,3,94,b3375dae54f30c96378484e6ab0f5567d4a17e1e1160cdde79d82f10015c6a0a,d9624a5ba1f7411e4ed84afe317ca136d633e1a90761e80f8a8e11950f4e5531,False,compartmentalized,1.0905665412739025,536425,397406,349480,32,policy_train_compartmentalized_double_horizontal_0001,False,0.9663120567375887,1.9480771875320457,1.9759595990001344,0,1.337583606,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,1.5589886210001396,0.10260682199998428,lns2.receding_q_label_pilot.v2,collision:16,0.41697097799999483,high_cost_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0016__seed_0000__official_adaptive__decision_0000__0040,horizon_complete,1
16,600,"44,164,166,172,210,264,278,318,322,354,368,456,458,480,568,590",neighborhood-336af1eb1254d514,True,"94,71,71,71",official_adaptive,3,False,0.7553191489361702,71,341b4c83d4615dbd99428d6f5aed1f3a098dea3d172e4d68b4e586b7c2b14a54,b70cc64d78a6cc53f169efbc52fad60dfc1d5ea39a17882d44eafc8db1cac741,3,94,b3375dae54f30c96378484e6ab0f5567d4a17e1e1160cdde79d82f10015c6a0a,d9624a5ba1f7411e4ed84afe317ca136d633e1a90761e80f8a8e11950f4e5531,True,compartmentalized,1.0160350800254196,423325,305482,259003,32,policy_train_compartmentalized_double_horizontal_0001,False,0.7960992907801419,1.5015668736276617,1.762221038000007,0,1.1313442870000001,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,1.356723144000057,0.10260682199998428,lns2.receding_q_label_pilot.v2,collision:16,0.40549789399995007,high_cost_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0016__seed_0000__official_adaptive__decision_0000__0040,horizon_complete,0
16,600,"44,164,166,172,210,264,278,318,322,354,368,456,458,480,568,590",neighborhood-336af1eb1254d514,True,"94,72,72,68",official_adaptive,3,False,0.723404255319149,68,bf58be9c12299126ebbd742bdd8d6e9b2da1fbe9df725a6ad0ea1c9a91555f28,f94df3af6ff3465306daa8d34158d2396f0922895327e846983f2e07ea8e3e1a,3,94,b3375dae54f30c96378484e6ab0f5567d4a17e1e1160cdde79d82f10015c6a0a,d9624a5ba1f7411e4ed84afe317ca136d633e1a90761e80f8a8e11950f4e5531,True,compartmentalized,1.149444514663317,444909,459743,170664,32,policy_train_compartmentalized_double_horizontal_0001,False,0.7978723404255319,1.8091068589574884,2.156439067000065,0,1.517759243,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,1.7330080020000196,0.10260682199998428,lns2.receding_q_label_pilot.v2,collision:16,0.42343106500004524,high_cost_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0016__seed_0000__official_adaptive__decision_0000__0040,horizon_complete,1
8,600,"27,37,89,388,389,399,533,553",neighborhood-76e895e213be33e5,True,"94,90,70,66",official_adaptive,3,False,0.7021276595744681,66,6e0f267a7bed8233d8e6decc81eae3d0cf681727087270e82e686b5de0c33d0c,fb1bcccc2201acc06ca1f9a0bae4adc360d82e325a61c869e341664f055ffbed,3,94,b3375dae54f30c96378484e6ab0f5567d4a17e1e1160cdde79d82f10015c6a0a,d9624a5ba1f7411e4ed84afe317ca136d633e1a90761e80f8a8e11950f4e5531,False,compartmentalized,1.1208800153048484,543071,372296,307537,24,policy_train_compartmentalized_double_horizontal_0001,False,0.851063829787234,1.8479086496808983,2.067552509000052,0,1.473267769,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,1.683109709000064,0.10260682199998428,lns2.receding_q_label_pilot.v2,target:8,0.384442799999988,high_cost_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0016__seed_0000__official_adaptive__decision_0000__0040,horizon_complete,0
8,600,"27,37,89,388,389,399,533,553",neighborhood-76e895e213be33e5,True,"94,90,83,81",official_adaptive,3,False,0.8617021276595744,81,89be6e93ce3d80d263413101b288771b201012565ad0b2ce63923cb6b2143509,9dc9628e1c36bf5979c1ee5d047b2674d74bf51c2f0b73a8eff66dc11f1f9a00,3,94,b3375dae54f30c96378484e6ab0f5567d4a17e1e1160cdde79d82f10015c6a0a,d9624a5ba1f7411e4ed84afe317ca136d633e1a90761e80f8a8e11950f4e5531,False,compartmentalized,1.097656358579152,545957,323805,386485,24,policy_train_compartmentalized_double_horizontal_0001,False,0.9237588652482269,1.9063869751488942,1.9971335799999679,0,1.339320311,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,1.5571427289999065,0.10260682199998428,lns2.receding_q_label_pilot.v2,target:8,0.4399908510000614,high_cost_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0016__seed_0000__official_adaptive__decision_0000__0040,horizon_complete,1
4,600,"27,37,388,533",neighborhood-8996d4a132b34cf9,True,"94,91,77,74",official_adaptive,3,False,0.7872340425531915,74,28b737d82b10f7799b71f5c5af8f5f961c12655a5d67fcf5492011e383a68a36,af1237fa70530c82080b79c06e3ff9eb166dbe1bc8784bd9f70e2cd37dda50e4,3,94,b3375dae54f30c96378484e6ab0f5567d4a17e1e1160cdde79d82f10015c6a0a,d9624a5ba1f7411e4ed84afe317ca136d633e1a90761e80f8a8e11950f4e5531,False,compartmentalized,0.9444788565254377,307495,295519,140548,20,policy_train_compartmentalized_double_horizontal_0001,False,0.8936170212765957,1.4606793502340258,1.5714729229999875,0,0.978064225,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,1.178027639999982,0.10260682199998428,lns2.receding_q_label_pilot.v2,target:4,0.3934452830000055,high_cost_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0016__seed_0000__official_adaptive__decision_0000__0040,horizon_complete,0
4,600,"27,37,388,533",neighborhood-8996d4a132b34cf9,True,"94,91,89,87",official_adaptive,3,False,0.925531914893617,87,43f713e5716543179d4b2243dca6f1330c6f0ff23159134f26ee6f1386d61205,e0ec05927b52264e457894710b11c31eca22dc8c39337d82cd2a5baaa5fb9e93,3,94,b3375dae54f30c96378484e6ab0f5567d4a17e1e1160cdde79d82f10015c6a0a,d9624a5ba1f7411e4ed84afe317ca136d633e1a90761e80f8a8e11950f4e5531,False,compartmentalized,0.8237036904805937,252456,150709,183724,19,policy_train_compartmentalized_double_horizontal_0001,False,0.9592198581560284,1.247778951819197,1.2789246580000508,0,0.631929143,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,0.8604216890000771,0.10260682199998428,lns2.receding_q_label_pilot.v2,target:4,0.41850296899997375,high_cost_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0016__seed_0000__official_adaptive__decision_0000__0040,horizon_complete,1
16,600,"10,124,132,166,168,180,200,232,274,278,279,285,358,390,490,506",neighborhood-9d9bfc3228790572,True,"94,74,73,66",official_adaptive,3,False,0.7021276595744681,66,659afabeb86eb82751b95a15a966789c85fba114c5536031c475d22d0c562fed,52affbb44d295171abe01b32b1e07ffdb68d7f96fca3e562db16698e88eeb86e,3,94,b3375dae54f30c96378484e6ab0f5567d4a17e1e1160cdde79d82f10015c6a0a,d9624a5ba1f7411e4ed84afe317ca136d633e1a90761e80f8a8e11950f4e5531,False,compartmentalized,0.9922244884971346,317796,401778,116771,32,policy_train_compartmentalized_double_horizontal_0001,False,0.8049645390070922,1.484301960648898,1.6972277559999611,0,1.06442969,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,1.3015616209999052,0.10260682199998428,lns2.receding_q_label_pilot.v2,target:16,0.3956661350000559,high_cost_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0016__seed_0000__official_adaptive__decision_0000__0040,horizon_complete,0
16,600,"10,124,132,166,168,180,200,232,274,278,279,285,358,390,490,506",neighborhood-9d9bfc3228790572,True,"94,93,91,87",official_adaptive,3,False,0.925531914893617,87,9c10e3f21241a75ecb16e057a61c313919e77cfb57c731b461207d635c94d30f,83f5629f79c63cac2c7d66815bcbe194a24c5508af485a60e18d910987d36977,3,94,b3375dae54f30c96378484e6ab0f5567d4a17e1e1160cdde79d82f10015c6a0a,d9624a5ba1f7411e4ed84afe317ca136d633e1a90761e80f8a8e11950f4e5531,False,compartmentalized,1.0722677394063804,370626,342129,170033,32,policy_train_compartmentalized_double_horizontal_0001,False,0.973404255319149,1.908606821042578,1.9219983230000253,0,1.296170563,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,1.508786483000108,0.10260682199998428,lns2.receding_q_label_pilot.v2,target:16,0.4132118399999172,high_cost_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0016__seed_0000__official_adaptive__decision_0000__0040,horizon_complete,1
4,600,"166,278,358,390",neighborhood-cb8b0c2198d9d49a,True,"94,94,84,75",official_adaptive,3,False,0.7978723404255319,75,07a6f2d22610fcea562c6b07e04860a7a03e5d51b08b5fd0a799d797872a6391,5bfb6b25daabbb358396adbb070b211715b85b3ae6b675bc77e1ba813332ef12,3,94,b3375dae54f30c96378484e6ab0f5567d4a17e1e1160cdde79d82f10015c6a0a,d9624a5ba1f7411e4ed84afe317ca136d633e1a90761e80f8a8e11950f4e5531,False,compartmentalized,0.867437291042871,170786,276700,4516,19,policy_train_compartmentalized_double_horizontal_0001,False,0.9308510638297872,1.3235200711491044,1.3808017270001756,0,0.747858993,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,0.9813590730001351,0.10260682199998428,lns2.receding_q_label_pilot.v2,target:4,0.3994426540000404,high_cost_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0016__seed_0000__official_adaptive__decision_0000__0040,horizon_complete,0
4,600,"166,278,358,390",neighborhood-cb8b0c2198d9d49a,True,"94,94,93,87",official_adaptive,3,False,0.925531914893617,87,2f5917036a04b78f5aa62a79cb950c625f51aa4643e3d3423f4e27e815259f29,5155aa878dfa23b4b6773e28bea15081020e4146a54b52cd18b0f796356dbd04,3,94,b3375dae54f30c96378484e6ab0f5567d4a17e1e1160cdde79d82f10015c6a0a,d9624a5ba1f7411e4ed84afe317ca136d633e1a90761e80f8a8e11950f4e5531,False,compartmentalized,1.1892255677076076,687844,280512,506347,20,policy_train_compartmentalized_double_horizontal_0001,False,0.9840425531914894,2.272325142021154,2.284536570999876,0,1.648566723,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,1.8662247949999937,0.10260682199998428,lns2.receding_q_label_pilot.v2,target:4,0.41831177599988223,high_cost_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0016__seed_0000__official_adaptive__decision_0000__0040,horizon_complete,1
4,600,"37,103,107,547",neighborhood-d7a98bb81d8d1538,True,"94,91,77,74",official_adaptive,3,False,0.7872340425531915,74,f2367062504cf5847b5401c2effb9cb03f7992ae028c6daaa8b7c4096d90efc3,118f746ce075e8820c507c3e4548dab0582abd75d46e50c531de1de00407420c,3,94,b3375dae54f30c96378484e6ab0f5567d4a17e1e1160cdde79d82f10015c6a0a,d9624a5ba1f7411e4ed84afe317ca136d633e1a90761e80f8a8e11950f4e5531,False,compartmentalized,1.073479002120174,213275,326609,12702,20,policy_train_compartmentalized_double_horizontal_0001,False,0.8936170212765957,1.7874173766487724,1.9255397749998338,0,1.169715936,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,1.430689622999921,0.10260682199998428,lns2.receding_q_label_pilot.v2,collision:4,0.49485015199991267,high_cost_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0016__seed_0000__official_adaptive__decision_0000__0040,horizon_complete,0
4,600,"37,103,107,547",neighborhood-d7a98bb81d8d1538,True,"94,91,89,87",official_adaptive,3,False,0.925531914893617,87,f3b595718a53618a663f251b90f54b8ea901286df14d3d7740c3ac871f9bd087,4e68739fe5374cd92994d6c4240a2975f1ae2075d28ffb50f13a7c1118d3e06d,3,94,b3375dae54f30c96378484e6ab0f5567d4a17e1e1160cdde79d82f10015c6a0a,d9624a5ba1f7411e4ed84afe317ca136d633e1a90761e80f8a8e11950f4e5531,False,compartmentalized,0.7823053738228503,155530,181970,53101,19,policy_train_compartmentalized_double_horizontal_0001,False,0.9592198581560284,1.1578761841062413,1.18650717599985,0,0.5798194270000001,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,0.7898732459999565,0.10260682199998428,lns2.receding_q_label_pilot.v2,collision:4,0.39663392999989355,high_cost_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0016__seed_0000__official_adaptive__decision_0000__0040,horizon_complete,1
16,600,"27,37,38,89,243,328,388,389,396,399,415,434,469,533,553,597",neighborhood-f897da23a2c6dc3c,True,"94,91,87,85",official_adaptive,3,False,0.9042553191489362,85,1d739a1ffce326c1a66899e8b7fb728aec58040592499eb79028214cf8487d99,7594d9b2c03340f9f2d854eac8e255124c4905d85ab50d3337b7fa05e114c321,3,94,b3375dae54f30c96378484e6ab0f5567d4a17e1e1160cdde79d82f10015c6a0a,d9624a5ba1f7411e4ed84afe317ca136d633e1a90761e80f8a8e11950f4e5531,False,compartmentalized,1.2403596790261995,778488,370954,596272,32,policy_train_compartmentalized_double_horizontal_0001,False,0.9485815602836879,2.391827689723434,2.4568566000000374,0,1.8161303279999998,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,2.041514521999943,0.10260682199998428,lns2.receding_q_label_pilot.v2,target:16,0.41534207800009426,high_cost_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0016__seed_0000__official_adaptive__decision_0000__0040,horizon_complete,0
16,600,"27,37,38,89,243,328,388,389,396,399,415,434,469,533,553,597",neighborhood-f897da23a2c6dc3c,True,"94,90,83,81",official_adaptive,3,False,0.8617021276595744,81,cda8600f7257d634cd75dd42e3e9f748ab6496cd5e6fd3d718abb1722bc86580,7375bd887d7fa78aa24ba259cadd5e2a0f838187238da702cae6d6dbebb38580,3,94,b3375dae54f30c96378484e6ab0f5567d4a17e1e1160cdde79d82f10015c6a0a,d9624a5ba1f7411e4ed84afe317ca136d633e1a90761e80f8a8e11950f4e5531,False,compartmentalized,1.0816742034708327,524752,360703,350381,32,policy_train_compartmentalized_double_horizontal_0001,False,0.9237588652482269,1.8637889798084515,1.9496136729999307,0,1.32586081,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,1.5339192640000192,0.10260682199998428,lns2.receding_q_label_pilot.v2,target:16,0.4156944089999115,high_cost_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0016__seed_0000__official_adaptive__decision_0000__0040,horizon_complete,1
8,100,"18,20,24,41,69,73,78,98",neighborhood-00c7159c090bb79a,True,"2,2,2,1",official_adaptive,3,False,0.5,1,0605727f077ae1662b7f0ec4f5ff54487694ca3342cf53461b2c098851a1ca0c,1d08678034c5539af1a7e7f633a8d27193e8869085c1fcae3739fce637ec6f59,3,2,034ddd153fa6b944dd94384fb8a3faf8d6822dc97c76a674b3a4e562fcf1aa3c,6dd1eb3d6e2838a0fd5f799f4742eeb5da187344b01ccac665b319475b000e06,False,compartmentalized,0.23031855728580117,77858,31830,59505,16,policy_train_compartmentalized_double_horizontal_0002,False,0.9166666666666666,0.2590010099999063,0.2590010099999063,0,0.110329755,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,0.14585277900005167,0.03247874999999567,lns2.receding_q_label_pilot.v2,random:8,0.1131482309998546,no_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0002__task_0006__seed_0000__fixed_random__decision_0009__0001,environment_terminal,0
8,100,"18,20,24,41,69,73,78,98",neighborhood-00c7159c090bb79a,True,"2,2,0",official_adaptive,2,True,0.0,0,86fe347a7ca8ca9feeb92e3d5a50b6d8fbe98a10620a55a2bbb235f277ac494c,bd7eddab44044161aca438472b6e8f7bc2622c3e66920e5583ef7b707d134b14,3,2,034ddd153fa6b944dd94384fb8a3faf8d6822dc97c76a674b3a4e562fcf1aa3c,6dd1eb3d6e2838a0fd5f799f4742eeb5da187344b01ccac665b319475b000e06,False,compartmentalized,0.16940362678751533,51174,27369,38351,16,policy_train_compartmentalized_double_horizontal_0002,False,0.5,0.18459817799987377,0.18459817799987377,1,0.084192894,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,0.11009815599982176,0.03247874999999567,lns2.receding_q_label_pilot.v2,random:8,0.07450002200005201,no_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0002__task_0006__seed_0000__fixed_random__decision_0009__0001,feasible,1
8,100,"1,8,15,41,58,78,97,98",neighborhood-013a11b8ce02e7a7,True,"2,2,2,0",official_adaptive,3,True,0.0,0,179aab002bfbd42a3ff75087df7471d85e45d4ee3d309db8f8b6f1140aedb1ea,e174f2b95eb299f93d4a9830bb12caccad211f15eb69f5d4145bfb9071c065ff,3,2,034ddd153fa6b944dd94384fb8a3faf8d6822dc97c76a674b3a4e562fcf1aa3c,6dd1eb3d6e2838a0fd5f799f4742eeb5da187344b01ccac665b319475b000e06,False,compartmentalized,0.23488441523574166,92042,45794,63432,24,policy_train_compartmentalized_double_horizontal_0002,False,0.8333333333333334,0.2647625730002119,0.2647625730002119,0,0.124983448,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,0.15748096100014664,0.03247874999999567,lns2.receding_q_label_pilot.v2,collision:8,0.10728161200006525,no_progress,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0002__task_0006__seed_0000__fixed_random__decision_0009__0001,feasible,0
