actual_size,agent_count,agents,candidate_id,complete,conflict_trajectory,continuation_teacher,executed_steps,feasible,final_conflict_ratio,final_conflicts,final_fingerprint,final_repair_fingerprint,horizon,initial_conflicts,initial_fingerprint,initial_repair_fingerprint,is_v2_candidate,layout_mode,log_total_seconds,low_level_expanded,low_level_generated,low_level_reopened,low_level_runs,map_id,no_progress,normalized_step_auc,normalized_wall_auc_seconds,observed_total_seconds,padded_steps,pp_replan_seconds,producer_identity_fingerprint,repair_wall_seconds,root_selection_seconds,schema,selection_families,selection_wall_seconds,source_stratum,split,state_id,stop_reason,trial_index
16,100,"8,12,15,18,19,23,29,34,47,48,49,52,53,60,72,90",neighborhood-061a4d18036d85b8,True,"2,2,0",official_adaptive,2,True,0.0,0,b97be5584d7c37c248c94ada34aa333c505644094d16ebcd707164e77137a19a,63e5ae56620c3ac23c23281fdb3ca4af906153cbb77e0daa7edc81ea51b8b0f9,3,2,4f6e69705435e2f6352697e431905b603c294aa340d55dfd9233cc6398fa6c46,0fb48641acba6bb846facc0ea29201b4855f0d28e95134994d3af9a31f5222b0,False,compartmentalized,0.10341921254776225,33865,25421,20235,24,policy_train_compartmentalized_double_horizontal_0001,False,0.5,0.10895620000006545,0.10895620000006545,1,0.036903486,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,0.051690416999989,0.023540480000065145,lns2.receding_q_label_pilot.v2,target:16,0.05726578300007645,near_feasible,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0007__seed_0000__realized_dynamic__decision_0000__0000,feasible,0
16,100,"8,12,15,18,19,23,29,34,47,48,49,52,53,60,72,90",neighborhood-061a4d18036d85b8,True,"2,0",official_adaptive,1,True,0.0,0,e2984129566d7b6ca22b8a6ea45e916ee578bf53d8591e233734995d4d775b22,ca16b4110d830d502169bf479c7281cc561cb2b9c5b6ed75731a74fe754edbbb,3,2,4f6e69705435e2f6352697e431905b603c294aa340d55dfd9233cc6398fa6c46,0fb48641acba6bb846facc0ea29201b4855f0d28e95134994d3af9a31f5222b0,False,compartmentalized,0.03928246990020388,3813,11423,121,16,policy_train_compartmentalized_double_horizontal_0001,False,0.16666666666666666,0.04006422900006612,0.04006422900006612,2,0.00963815,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,0.016523749000000976,0.023540480000065145,lns2.receding_q_label_pilot.v2,target:16,0.023540480000065145,near_feasible,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0007__seed_0000__realized_dynamic__decision_0000__0000,feasible,1
8,100,"3,13,15,18,29,44,47,90",neighborhood-066c930ad58a5ca0,True,"2,2,2,0",official_adaptive,3,True,0.0,0,7035fdb181ae06f918926cfac16183a48f93855f5c4a7904d0aea814cca0c743,d5c6e65e55120bb4a59c95048595808f0bd2cebc2cd982e4198d4888941bc2c9,3,2,4f6e69705435e2f6352697e431905b603c294aa340d55dfd9233cc6398fa6c46,0fb48641acba6bb846facc0ea29201b4855f0d28e95134994d3af9a31f5222b0,False,compartmentalized,0.17149460126770083,63088,33186,41829,24,policy_train_compartmentalized_double_horizontal_0001,False,0.8333333333333334,0.1870777340000842,0.1870777340000842,0,0.066922627,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,0.09373956000000305,0.023540480000065145,lns2.receding_q_label_pilot.v2,collision:8,0.09333817400008115,near_feasible,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0007__seed_0000__realized_dynamic__decision_0000__0000,feasible,0
8,100,"3,13,15,18,29,44,47,90",neighborhood-066c930ad58a5ca0,True,"2,2,0",official_adaptive,2,True,0.0,0,ab0670e757d83b9225a7c58d914fe752b285ef97de49d63879c9f45f193b61ae,2373e638a56b8ab2c46b1831f3f928b8d571d44fbf4da9966688e397f049bf4e,3,2,4f6e69705435e2f6352697e431905b603c294aa340d55dfd9233cc6398fa6c46,0fb48641acba6bb846facc0ea29201b4855f0d28e95134994d3af9a31f5222b0,False,compartmentalized,0.12012477253801389,32660,21116,20320,16,policy_train_compartmentalized_double_horizontal_0001,False,0.5,0.12763754100005542,0.12763754100005542,1,0.045357883,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,0.06599133799998924,0.023540480000065145,lns2.receding_q_label_pilot.v2,collision:8,0.06164620300006618,near_feasible,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0007__seed_0000__realized_dynamic__decision_0000__0000,feasible,1
8,100,"6,15,18,29,37,50,59,81",neighborhood-0bbe363c72cb0441,True,"2,0",official_adaptive,1,True,0.0,0,6babfe67d8ab588a664319ff4ec92d65f4f2894766cf313cbe408b9a6032c597,1649e2bd07fc24f6c70438b2dd38ff937e0d6a6b57146504107cb31fb87a0158,3,2,4f6e69705435e2f6352697e431905b603c294aa340d55dfd9233cc6398fa6c46,0fb48641acba6bb846facc0ea29201b4855f0d28e95134994d3af9a31f5222b0,False,compartmentalized,0.0405984991470827,2297,5778,56,8,policy_train_compartmentalized_double_horizontal_0001,False,0.16666666666666666,0.0414338850000604,0.0414338850000604,2,0.006292955,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,0.017893404999995255,0.023540480000065145,lns2.receding_q_label_pilot.v2,collision:8,0.023540480000065145,near_feasible,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0007__seed_0000__realized_dynamic__decision_0000__0000,feasible,0
8,100,"6,15,18,29,37,50,59,81",neighborhood-0bbe363c72cb0441,True,"2,0",official_adaptive,1,True,0.0,0,96ef0529aa5ea2d6772df4a4924285871be1133a54afcdfeb6861442bdac04cc,f04e76f9d7b494616ec6920c2c2bd5ba0db8f12101eb52576aa1f0b81d20ddd9,3,2,4f6e69705435e2f6352697e431905b603c294aa340d55dfd9233cc6398fa6c46,0fb48641acba6bb846facc0ea29201b4855f0d28e95134994d3af9a31f5222b0,False,compartmentalized,0.03835074253091535,2475,6412,52,8,policy_train_compartmentalized_double_horizontal_0001,False,0.16666666666666666,0.03909562400005484,0.03909562400005484,2,0.007668041,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,0.015555143999989696,0.023540480000065145,lns2.receding_q_label_pilot.v2,collision:8,0.023540480000065145,near_feasible,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0007__seed_0000__realized_dynamic__decision_0000__0000,feasible,1
3,100,"15,42,72",neighborhood-0f9cc09c1fdc199e,True,"2,1,0",official_adaptive,2,True,0.0,0,0825499d802af62a83d9ee8f113a45ce051c9fb07277e51dce5cb3584dc1d241,5341603752a0cd45b4b51aa1f2d1abb180330e5e2f54cd61c7b2e8630c2e1549,3,2,4f6e69705435e2f6352697e431905b603c294aa340d55dfd9233cc6398fa6c46,0fb48641acba6bb846facc0ea29201b4855f0d28e95134994d3af9a31f5222b0,False,compartmentalized,0.07202412180216705,2186,5475,145,8,policy_train_compartmentalized_double_horizontal_0001,False,0.3333333333333333,0.054540200000069206,0.0746812670000736,1,0.004847909,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,0.02227727000000357,0.023540480000065145,lns2.receding_q_label_pilot.v2,target:16,0.052403997000070035,near_feasible,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0007__seed_0000__realized_dynamic__decision_0000__0000,feasible,0
3,100,"15,42,72",neighborhood-0f9cc09c1fdc199e,True,"2,1,0",official_adaptive,2,True,0.0,0,824f400daa09dba3466d3b9425ff9d358f6955ac3b21df858c51c80f312a30c4,72cf2042812edd1ff0fbaad50d518a55f1d19748ca20283753cdd83030f17471,3,2,4f6e69705435e2f6352697e431905b603c294aa340d55dfd9233cc6398fa6c46,0fb48641acba6bb846facc0ea29201b4855f0d28e95134994d3af9a31f5222b0,False,compartmentalized,0.07370446461271066,2713,7290,141,11,policy_train_compartmentalized_double_horizontal_0001,False,0.3333333333333333,0.05432438100007175,0.07648861800007012,1,0.005310644,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,0.021825684000006618,0.023540480000065145,lns2.receding_q_label_pilot.v2,target:16,0.0546629340000635,near_feasible,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0007__seed_0000__realized_dynamic__decision_0000__0000,feasible,1
16,100,"3,7,9,11,13,20,24,29,51,62,65,70,82,87,89,92",neighborhood-2a1a76153464dec8,True,"2,2,2,0",official_adaptive,3,True,0.0,0,17f89bcb84e6943f1bf2cb41bfa114f042988d34c42994022d395f972ecfbf7f,a695c68f25f6b816db8a93b0054f1f31cb1b01cd5a17db6bd5f9bf99e16c6562,3,2,4f6e69705435e2f6352697e431905b603c294aa340d55dfd9233cc6398fa6c46,0fb48641acba6bb846facc0ea29201b4855f0d28e95134994d3af9a31f5222b0,False,compartmentalized,0.17787613804538524,47247,28503,30436,32,policy_train_compartmentalized_double_horizontal_0001,False,0.8333333333333334,0.19467733700008694,0.19467733700008694,0,0.05910151,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,0.09056263000002218,0.023540480000065145,lns2.receding_q_label_pilot.v2,random:16,0.10411470700006475,near_feasible,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0007__seed_0000__realized_dynamic__decision_0000__0000,feasible,0
16,100,"3,7,9,11,13,20,24,29,51,62,65,70,82,87,89,92",neighborhood-2a1a76153464dec8,True,"2,2,0",official_adaptive,2,True,0.0,0,ceaa9d2bf2da17b596a8cfcb62f6a90e0a5ea0955cfa0853ca18b42b1b425fe8,7640a143f4de6657cf4af26d5e6b84941601b79322b2efacccf26f49fef0ee7f,3,2,4f6e69705435e2f6352697e431905b603c294aa340d55dfd9233cc6398fa6c46,0fb48641acba6bb846facc0ea29201b4855f0d28e95134994d3af9a31f5222b0,False,compartmentalized,0.09115355937822234,16437,17082,8472,24,policy_train_compartmentalized_double_horizontal_0001,False,0.5,0.09543720700004599,0.09543720700004599,1,0.022623015000000003,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,0.038276691999982404,0.023540480000065145,lns2.receding_q_label_pilot.v2,random:16,0.05716051500006358,near_feasible,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0007__seed_0000__realized_dynamic__decision_0000__0000,feasible,1
2,100,"15,72",neighborhood-33b42d3739d8a4c3,True,"2,1,0",official_adaptive,2,True,0.0,0,1c0f3d9ebc47d6ddb58d6892ae2b704a7a9bdccfdf2680f46f4983107f8fc6c2,009291b3649f69aacb11a394eb7ea8823f7bf8cdedae1510a947ece2c19808ea,3,2,4f6e69705435e2f6352697e431905b603c294aa340d55dfd9233cc6398fa6c46,0fb48641acba6bb846facc0ea29201b4855f0d28e95134994d3af9a31f5222b0,False,compartmentalized,0.06780685991992118,2047,4893,137,7,policy_train_compartmentalized_double_horizontal_0001,False,0.3333333333333333,0.05097626050006454,0.07015859800006297,1,0.003974038,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,0.019508923999993044,0.023540480000065145,lns2.receding_q_label_pilot.v2,target:8,0.05064967400006992,near_feasible,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0007__seed_0000__realized_dynamic__decision_0000__0000,feasible,0
2,100,"15,72",neighborhood-33b42d3739d8a4c3,True,"2,2,0",official_adaptive,2,True,0.0,0,d4bfb3f67401b5671fe0c94331a19f6f367663b3677fbc49aef7d772b236d22c,94bf12fb08fb11c2c255803f7b0d60f1fbe4b5786819cbe8925bbf2f51bb3779,3,2,4f6e69705435e2f6352697e431905b603c294aa340d55dfd9233cc6398fa6c46,0fb48641acba6bb846facc0ea29201b4855f0d28e95134994d3af9a31f5222b0,False,compartmentalized,0.09306175398845695,18800,13759,11320,10,policy_train_compartmentalized_double_horizontal_0001,False,0.5,0.09752951000007215,0.09752951000007215,1,0.021542328,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,0.04100090400000056,0.023540480000065145,lns2.receding_q_label_pilot.v2,target:8,0.05652860600007159,near_feasible,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0007__seed_0000__realized_dynamic__decision_0000__0000,feasible,1
4,100,"18,45,88,94",neighborhood-97beebf11cac1f59,True,"2,0",official_adaptive,1,True,0.0,0,d0c6a473f176744bdd39a01311a15b3832ff4ad4e5a25b4eaca0e83ccf1fb145,b6e33d2cfc44c163bb16a6ab002db303b6f51fa67fbfa6922dc460e6e7fc55fa,3,2,4f6e69705435e2f6352697e431905b603c294aa340d55dfd9233cc6398fa6c46,0fb48641acba6bb846facc0ea29201b4855f0d28e95134994d3af9a31f5222b0,False,compartmentalized,0.035747031130496515,1534,3667,22,4,policy_train_compartmentalized_double_horizontal_0001,False,0.16666666666666666,0.03639363800006379,0.03639363800006379,2,0.003104112,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,0.012853157999998643,0.023540480000065145,lns2.receding_q_label_pilot.v2,random:4,0.023540480000065145,near_feasible,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0007__seed_0000__realized_dynamic__decision_0000__0000,feasible,0
4,100,"18,45,88,94",neighborhood-97beebf11cac1f59,True,"2,0",official_adaptive,1,True,0.0,0,4e8ca4e7a68a62609006a4ca7c3a6a48060a5ea43f3f4c1aba2cc1774fa08f19,0d327ce285877a24eece10b41eb2dacc235c2204b4391058d9217345c546c934,3,2,4f6e69705435e2f6352697e431905b603c294aa340d55dfd9233cc6398fa6c46,0fb48641acba6bb846facc0ea29201b4855f0d28e95134994d3af9a31f5222b0,False,compartmentalized,0.039445722452230526,1527,3779,0,4,policy_train_compartmentalized_double_horizontal_0001,False,0.16666666666666666,0.04023403600005793,0.04023403600005793,2,0.005947896,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,0.016693555999992782,0.023540480000065145,lns2.receding_q_label_pilot.v2,random:4,0.023540480000065145,near_feasible,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0007__seed_0000__realized_dynamic__decision_0000__0000,feasible,1
4,100,"15,53,72,97",neighborhood-a242e389716a56bf,True,"2,2,2,2",official_adaptive,3,False,1.0,2,d2735e6118a364bcfdc1a6738a45a4a2edca6859d61e0db1282fe6a4c3ca716c,4e3b85486952130fec657ec035ab96bea36e86ecf3b015edea317347fe00d4dd,3,2,4f6e69705435e2f6352697e431905b603c294aa340d55dfd9233cc6398fa6c46,0fb48641acba6bb846facc0ea29201b4855f0d28e95134994d3af9a31f5222b0,False,compartmentalized,0.19999276799401855,73732,38171,48048,20,policy_train_compartmentalized_double_horizontal_0001,True,1.0,0.22139392500005783,0.22139392500005783,0,0.093856339,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,0.1248467249999976,0.023540480000065145,lns2.receding_q_label_pilot.v2,target:4,0.09654720000006023,near_feasible,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0007__seed_0000__realized_dynamic__decision_0000__0000,horizon_complete,0
4,100,"15,53,72,97",neighborhood-a242e389716a56bf,True,"2,2,0",official_adaptive,2,True,0.0,0,5b6901add96f77ad31ba8e4e09d77ca7371e23cf32c8687594dc31ee3550199b,5d79a3bf33e02c8d42fbb5cd252b381759b14d4254059ae4f6dedf51ff68da6b,3,2,4f6e69705435e2f6352697e431905b603c294aa340d55dfd9233cc6398fa6c46,0fb48641acba6bb846facc0ea29201b4855f0d28e95134994d3af9a31f5222b0,False,compartmentalized,0.0905001163386184,18468,14138,10933,12,policy_train_compartmentalized_double_horizontal_0001,False,0.5,0.09472163500004172,0.09472163500004172,1,0.020660364,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,0.037476266999988184,0.023540480000065145,lns2.receding_q_label_pilot.v2,target:4,0.05724536800005353,near_feasible,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0007__seed_0000__realized_dynamic__decision_0000__0000,feasible,1
2,100,"18,29",neighborhood-a3f55c71d02839d8,True,"2,0",official_adaptive,1,True,0.0,0,fa34caa25d96e4aebb237be7b89e628cb9b2e867ac24848f26efd87103915caa,6c697f17446697ce201071cf42058ef7b6289f8895f31cd028fcfb04c4cc4065,3,2,4f6e69705435e2f6352697e431905b603c294aa340d55dfd9233cc6398fa6c46,0fb48641acba6bb846facc0ea29201b4855f0d28e95134994d3af9a31f5222b0,True,compartmentalized,0.034978665879916306,1322,2845,0,2,policy_train_compartmentalized_double_horizontal_0001,False,0.16666666666666666,0.035597615000071414,0.035597615000071414,2,0.003357381,6672138aa09b88cc5f5fdfc079bc4dedbe9d681f74645debbab2280cb047ae88,0.01205713500000627,0.023540480000065145,lns2.receding_q_label_pilot.v2,target:8,0.023540480000065145,near_feasible,policy_train,s3__policy_train__policy_train_compartmentalized_double_horizontal_0001__task_0007__seed_0000__realized_dynamic__decision_0000__0000,feasible,0
